Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2022-12-19 06:06:19,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2022-12-19 00:45:47,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2022-12-18 19:25:40,1192,Rear Sliding Door Centre,STATE,RESET,0,4,
2022-12-18 14:05:54,1192,Rear Sliding Door Centre,STATE,RESET,0,2.9,
2022-12-18 08:46:07,1192,Rear Sliding Door Centre,STATE,RESET,0,2.6,
2022-12-18 03:26:42,1192,Rear Sliding Door Centre,STATE,RESET,0,0.8,
2022-12-17 22:07:11,1192,Rear Sliding Door Centre,STATE,RESET,0,1.9,
2022-12-17 16:47:35,1192,Rear Sliding Door Centre,STATE,RESET,0,2.9,
2022-12-17 11:27:16,1192,Rear Sliding Door Centre,STATE,RESET,0,15.5,
2022-12-17 06:07:10,1192,Rear Sliding Door Centre,STATE,RESET,0,653.7,
2022-12-17 00:48:13,1192,Rear Sliding Door Centre,STATE,RESET,0,653.4,
2022-12-16 19:29:06,1192,Rear Sliding Door Centre,STATE,RESET,0,655.1,
2022-12-16 14:09:26,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2022-12-16 08:48:03,1192,Rear Sliding Door Centre,STATE,RESET,0,3.6,
2022-12-16 03:28:49,1192,Rear Sliding Door Centre,STATE,RESET,0,0.1,
2022-12-15 22:09:26,1192,Rear Sliding Door Centre,STATE,RESET,0,0.8,
2022-12-15 16:49:56,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2022-12-15 11:30:01,1192,Rear Sliding Door Centre,STATE,RESET,0,28.8,
2022-12-15 07:17:06,1192,Rear Sliding Door Centre,STATE,RESET,0,654.1,
2022-12-15 01:57:51,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2022-12-14 20:38:23,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2022-12-14 15:18:55,1192,Rear Sliding Door Centre,STATE,RESET,0,3.3,
2022-12-14 15:11:02,1192,Rear Sliding Door Centre,STATE,RESET,0,3.3,
2022-12-14 14:35:13,1192,Rear Sliding Door Centre,STATE,RESET,0,4,
2022-12-14 09:13:37,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2022-12-14 03:54:11,1192,Rear Sliding Door Centre,STATE,RESET,0,0.8,
2022-12-13 22:34:38,1192,Rear Sliding Door Centre,STATE,RESET,0,1.5,
2022-12-13 17:15:04,1192,Rear Sliding Door Centre,STATE,RESET,0,1.5,
2022-12-13 11:55:21,1192,Rear Sliding Door Centre,STATE,RESET,0,3.3,
2022-12-13 06:35:54,1192,Rear Sliding Door Centre,STATE,RESET,0,654.4,
2022-12-13 01:16:39,1192,Rear Sliding Door Centre,STATE,RESET,0,654.8,
2022-12-12 19:57:15,1192,Rear Sliding Door Centre,STATE,RESET,0,0.8,
2022-12-12 14:37:31,1192,Rear Sliding Door Centre,STATE,RESET,0,4.3,
2022-12-12 09:17:05,1192,Rear Sliding Door Centre,STATE,RESET,0,2.9,
2022-12-12 03:57:22,1192,Rear Sliding Door Centre,STATE,RESET,0,2.2,
